ID,name,confidence,x_min,y_min,x_max,y_max
248,bottle,0.501195967,657.1534424,313.0819702,952.0588379,1231.496094
249,bottle,0.355326921,446.1914063,312.0218506,628.322998,1193.137085
250,bottle,0.428630322,456.905365,198.558548,682.0927124,743.7035522
251,bottle,0.335329711,178.5396271,239.6474152,373.3936462,718.3513184
252,bottle,0.292580128,349.4625854,84.0151825,677.1919556,931.6661377
253,bowl,0.394037098,554.8015137,1093.960693,708.7999268,1203.80542
254,bowl,0.267323732,701.958374,1096.478882,872.8864746,1209.652222
255,bowl,0.438768655,481.0660095,1098.838623,766.0102539,1212.199463
256,bowl,0.394037098,554.8015137,1093.960693,708.7999268,1203.80542
257,bowl,0.267323732,701.958374,1096.478882,872.8864746,1209.652222
258,bowl,0.438768655,481.0660095,1098.838623,766.0102539,1212.199463
259,bowl,0.394037098,554.8015137,1093.960693,708.7999268,1203.80542
260,bowl,0.267323732,701.958374,1096.478882,872.8864746,1209.652222
261,bowl,0.438768655,481.0660095,1098.838623,766.0102539,1212.199463
262,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
263,bowl,0.394037098,554.8015137,1093.960693,708.7999268,1203.80542
264,bowl,0.267323732,701.958374,1096.478882,872.8864746,1209.652222
265,bowl,0.438768655,481.0660095,1098.838623,766.0102539,1212.199463
266,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
267,bowl,0.394037098,554.8015137,1093.960693,708.7999268,1203.80542
268,bowl,0.267323732,701.958374,1096.478882,872.8864746,1209.652222
269,bowl,0.438768655,481.0660095,1098.838623,766.0102539,1212.199463
270,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
271,bowl,0.394037098,554.8015137,1093.960693,708.7999268,1203.80542
272,bowl,0.267323732,701.958374,1096.478882,872.8864746,1209.652222
273,bowl,0.438768655,481.0660095,1098.838623,766.0102539,1212.199463
274,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
275,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
276,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
277,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
278,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
279,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
280,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
281,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
282,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
283,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
284,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
285,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
286,bowl,0.402801991,253.9548187,577.395752,773.6153564,992.0394897
287,bowl,0.674332857,143.3821411,512.3834839,663.4863281,971.22052
288,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
289,bowl,0.402801991,253.9548187,577.395752,773.6153564,992.0394897
290,bowl,0.674332857,143.3821411,512.3834839,663.4863281,971.22052
291,bowl,0.402801991,253.9548187,577.395752,773.6153564,992.0394897
292,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
293,bowl,0.402801991,253.9548187,577.395752,773.6153564,992.0394897
294,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
295,bowl,0.758213699,140.742157,185.9703064,275.1917725,299.8476868
296,bowl,0.402801991,253.9548187,577.395752,773.6153564,992.0394897
297,bowl,0.674332857,143.3821411,512.3834839,663.4863281,971.22052
298,clock,0.653354049,297.035675,174.8525238,875.7167969,759.9526367
299,clock,0.653354049,297.035675,174.8525238,875.7167969,759.9526367
300,clock,0.653354049,297.035675,174.8525238,875.7167969,759.9526367
301,clock,0.653354049,297.035675,174.8525238,875.7167969,759.9526367
302,clock,0.653354049,297.035675,174.8525238,875.7167969,759.9526367
303,clock,0.653354049,297.035675,174.8525238,875.7167969,759.9526367
304,clock,0.653354049,297.035675,174.8525238,875.7167969,759.9526367
305,clock,0.653354049,297.035675,174.8525238,875.7167969,759.9526367
306,clock,0.653354049,297.035675,174.8525238,875.7167969,759.9526367
307,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
308,cup,0.336664021,454.3903809,753.3791504,727.6985474,1064.120239
309,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
310,cup,0.336664021,454.3903809,753.3791504,727.6985474,1064.120239
311,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
312,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
313,cup,0.336664021,454.3903809,753.3791504,727.6985474,1064.120239
314,cup,0.394987196,214.9675598,618.2280273,499.8884277,1053.439209
315,cup,0.314780325,5.207767487,249.3100739,301.1340027,793.9379272
316,cup,0.789148748,360.2459717,782.2160645,641.8969116,1073.364258
317,cup,0.279941112,297.3465576,130.1608887,971.8707275,1168.945801
318,cup,0.314780325,5.207767487,249.3100739,301.1340027,793.9379272
319,cup,0.789148748,360.2459717,782.2160645,641.8969116,1073.364258
320,cup,0.279941112,297.3465576,130.1608887,971.8707275,1168.945801
321,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
322,cup,0.789148748,360.2459717,782.2160645,641.8969116,1073.364258
323,cup,0.336664021,454.3903809,753.3791504,727.6985474,1064.120239
324,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
325,cup,0.314780325,5.207767487,249.3100739,301.1340027,793.9379272
326,cup,0.789148748,360.2459717,782.2160645,641.8969116,1073.364258
327,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
328,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
329,cup,0.789148748,360.2459717,782.2160645,641.8969116,1073.364258
330,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
331,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
332,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
333,cup,0.789148748,360.2459717,782.2160645,641.8969116,1073.364258
334,cup,0.789148748,360.2459717,782.2160645,641.8969116,1073.364258
335,cup,0.789148748,360.2459717,782.2160645,641.8969116,1073.364258
336,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
337,cup,0.314780325,5.207767487,249.3100739,301.1340027,793.9379272
338,cup,0.336664021,454.3903809,753.3791504,727.6985474,1064.120239
339,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
340,cup,0.279941112,297.3465576,130.1608887,971.8707275,1168.945801
341,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
342,cup,0.279941112,297.3465576,130.1608887,971.8707275,1168.945801
343,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
344,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
345,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
346,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
347,cup,0.314780325,5.207767487,249.3100739,301.1340027,793.9379272
348,cup,0.279941112,297.3465576,130.1608887,971.8707275,1168.945801
349,cup,0.789148748,360.2459717,782.2160645,641.8969116,1073.364258
350,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
351,cup,0.336664021,454.3903809,753.3791504,727.6985474,1064.120239
352,cup,0.314780325,5.207767487,249.3100739,301.1340027,793.9379272
353,cup,0.789148748,360.2459717,782.2160645,641.8969116,1073.364258
354,cup,0.789148748,360.2459717,782.2160645,641.8969116,1073.364258
355,cup,0.314780325,5.207767487,249.3100739,301.1340027,793.9379272
356,cup,0.279941112,297.3465576,130.1608887,971.8707275,1168.945801
357,cup,0.646767795,71.77761078,245.8781586,149.4682922,308.4472046
358,donut,0.39034912,404.631073,923.9744263,492.1007996,1016.315857
359,donut,0.312811822,616.0308228,964.3838501,712.6167603,1078.172852
360,donut,0.39034912,404.631073,923.9744263,492.1007996,1016.315857
361,donut,0.312811822,616.0308228,964.3838501,712.6167603,1078.172852
362,donut,0.39034912,404.631073,923.9744263,492.1007996,1016.315857
363,donut,0.312811822,616.0308228,964.3838501,712.6167603,1078.172852
364,donut,0.268656254,504.5341187,675.7697144,586.381958,745.4719849
365,donut,0.39034912,404.631073,923.9744263,492.1007996,1016.315857
366,donut,0.312811822,616.0308228,964.3838501,712.6167603,1078.172852
367,donut,0.268656254,504.5341187,675.7697144,586.381958,745.4719849
368,donut,0.39034912,404.631073,923.9744263,492.1007996,1016.315857
369,donut,0.312811822,616.0308228,964.3838501,712.6167603,1078.172852
370,donut,0.268656254,504.5341187,675.7697144,586.381958,745.4719849
371,donut,0.39034912,404.631073,923.9744263,492.1007996,1016.315857
372,donut,0.312811822,616.0308228,964.3838501,712.6167603,1078.172852
373,donut,0.268656254,504.5341187,675.7697144,586.381958,745.4719849
374,donut,0.39034912,404.631073,923.9744263,492.1007996,1016.315857
375,donut,0.312811822,616.0308228,964.3838501,712.6167603,1078.172852
376,donut,0.268656254,504.5341187,675.7697144,586.381958,745.4719849
377,donut,0.39034912,404.631073,923.9744263,492.1007996,1016.315857
378,donut,0.312811822,616.0308228,964.3838501,712.6167603,1078.172852
379,donut,0.268656254,504.5341187,675.7697144,586.381958,745.4719849
380,donut,0.39034912,404.631073,923.9744263,492.1007996,1016.315857
381,donut,0.312811822,616.0308228,964.3838501,712.6167603,1078.172852
382,donut,0.268656254,504.5341187,675.7697144,586.381958,745.4719849
383,fork,0.258615583,755.2907104,796.0801392,999.2449341,1011.520691
384,fork,0.258615583,755.2907104,796.0801392,999.2449341,1011.520691
385,fork,0.258615583,755.2907104,796.0801392,999.2449341,1011.520691
386,fork,0.258615583,755.2907104,796.0801392,999.2449341,1011.520691
387,fork,0.258615583,755.2907104,796.0801392,999.2449341,1011.520691
388,fork,0.258615583,755.2907104,796.0801392,999.2449341,1011.520691
389,fork,0.258615583,755.2907104,796.0801392,999.2449341,1011.520691
390,fork,0.258615583,755.2907104,796.0801392,999.2449341,1011.520691
391,fork,0.258615583,755.2907104,796.0801392,999.2449341,1011.520691
392,knife,0.419900715,530.6641235,818.453064,946.6965942,1087.866943
393,knife,0.419900715,530.6641235,818.453064,946.6965942,1087.866943
394,knife,0.419900715,530.6641235,818.453064,946.6965942,1087.866943
395,knife,0.419900715,530.6641235,818.453064,946.6965942,1087.866943
396,knife,0.419900715,530.6641235,818.453064,946.6965942,1087.866943
